  2.8567  11.7788 1
  2.6187  11.9837 1
  2.3659  12.1702 1
  2.1000  12.3373 1
  1.8223  12.4841 1
  1.5344  12.6097 1
  1.2380  12.7134 1
  0.9346  12.7947 1
  0.6260  12.8531 1
  0.3139  12.8883 1
  0.0000  12.9000 1
 -0.3139  12.8883 1
 -0.6260  12.8531 1
 -0.9346  12.7947 1
 -1.2380  12.7134 1
 -1.5344  12.6097 1
 -1.8223  12.4841 1
 -2.1000  12.3373 1
 -2.3659  12.1702 1
 -2.6187  11.9837 1
 -2.8567  11.7788 1
 -3.0788  11.5567 1
 -3.2837  11.3187 1
 -3.4702  11.0659 1
 -3.6373  10.8000 1
 -3.7841  10.5223 1
 -3.9097  10.2344 1
 -4.0134   9.9380 1
 -4.0947   9.6346 1
 -4.1531   9.3260 1
 -4.1883   9.0139 1
 -4.2000   8.7000 1
 -4.1883   8.3861 1
 -4.1531   8.0740 1
 -4.0947   7.7654 1
 -4.0134   7.4620 1
 -3.9097   7.1656 1
 -3.7841   6.8777 1
 -3.6373   6.6000 1
 -3.4702   6.3341 1
 -3.2837   6.0813 1
 -3.0788   5.8433 1
 -2.8567   5.6212 1
 -2.6187   5.4163 1
 -2.3659   5.2298 1
 -2.1000   5.0627 1
 -1.8223   4.9159 1
 -1.5344   4.7903 1
 -1.2380   4.6866 1
 -0.9346   4.6053 1
 -0.6260   4.5469 1
 -0.3139   4.5117 1
 -0.0000   4.5000 1
  0.3139   4.5117 1
  0.6260   4.5469 1
  0.9346   4.6053 1
  1.2380   4.6866 1
  1.5344   4.7903 1
  1.8223   4.9159 1
  2.1000   5.0627 1
  2.3659   5.2298 1
  2.6187   5.4163 1
  2.8567   5.6212 1
  3.0788   5.8433 1
  3.2837   6.0813 1
  3.4702   6.3341 1
  3.6373   6.6000 1
  3.7841   6.8777 1
  3.9097   7.1656 1
  4.0134   7.4620 1
  4.0947   7.7654 1
  4.1531   8.0740 1
  4.1883   8.3861 1
  0.0000   8.7000 1
 -7.2344   4.3500 2
 -7.3844   4.6098 2
 -7.6844   4.6098 2
 -7.8344   4.3500 2
 -7.6844   4.0902 2
 -7.3844   4.0902 2
 -6.9344   4.3500 2
 -7.0148   4.6500 2
 -7.2344   4.8696 2
 -7.5344   4.9500 2
 -7.8344   4.8696 2
 -8.0540   4.6500 2
 -8.1344   4.3500 2
 -8.0540   4.0500 2
 -7.8344   3.8304 2
 -7.5344   3.7500 2
 -7.2344   3.8304 2
 -7.0148   4.0500 2
 -6.6344   4.3500 2
 -6.6887   4.6578 2
 -6.8450   4.9285 2
 -7.0844   5.1294 2
 -7.3781   5.2363 2
 -7.6907   5.2363 2
 -7.9844   5.1294 2
 -8.2239   4.9285 2
 -8.3801   4.6578 2
 -8.4344   4.3500 2
 -8.3801   4.0422 2
 -8.2239   3.7715 2
 -7.9844   3.5706 2
 -7.6907   3.4637 2
 -7.3781   3.4637 2
 -7.0844   3.5706 2
 -6.8450   3.7715 2
 -6.6887   4.0422 2
 -6.3344   4.3500 2
 -6.3753   4.6606 2
 -6.4952   4.9500 2
 -6.6859   5.1985 2
 -6.9344   5.3892 2
 -7.2238   5.5091 2
 -7.5344   5.5500 2
 -7.8450   5.5091 2
 -8.1344   5.3892 2
 -8.3829   5.1985 2
 -8.5737   4.9500 2
 -8.6935   4.6606 2
 -8.7344   4.3500 2
 -8.6935   4.0394 2
 -8.5737   3.7500 2
 -8.3829   3.5015 2
 -8.1344   3.3108 2
 -7.8450   3.1909 2
 -7.5344   3.1500 2
 -7.2238   3.1909 2
 -6.9344   3.3108 2
 -6.6859   3.5015 2
 -6.4952   3.7500 2
 -6.3753   4.0394 2
 -6.0344   4.3500 2
 -6.0672   4.6619 2
 -6.1641   4.9601 2
 -6.3209   5.2317 2
 -6.5307   5.4647 2
 -6.7844   5.6490 2
 -7.0709   5.7766 2
 -7.3776   5.8418 2
 -7.6912   5.8418 2
 -7.9979   5.7766 2
 -8.2844   5.6490 2
 -8.5381   5.4647 2
 -8.7479   5.2317 2
 -8.9047   4.9601 2
 -9.0016   4.6619 2
 -9.0344   4.3500 2
 -9.0016   4.0381 2
 -8.9047   3.7399 2
 -8.7479   3.4683 2
 -8.5381   3.2353 2
 -8.2844   3.0510 2
 -7.9979   2.9234 2
 -7.6912   2.8582 2
 -7.3776   2.8582 2
 -7.0709   2.9234 2
 -6.7844   3.0510 2
 -6.5307   3.2353 2
 -6.3209   3.4683 2
 -6.1641   3.7399 2
 -6.0672   4.0381 2
 -5.7344   4.3500 2
 -5.7618   4.6626 2
 -5.8430   4.9656 2
 -5.9756   5.2500 2
 -6.1555   5.5070 2
 -6.3774   5.7289 2
 -6.6344   5.9088 2
 -6.9188   6.0414 2
 -7.2219   6.1227 2
 -7.5344   6.1500 2
 -7.8470   6.1227 2
 -8.1501   6.0414 2
 -8.4344   5.9088 2
 -8.6914   5.7289 2
 -8.9133   5.5070 2
 -9.0933   5.2500 2
 -9.2259   4.9656 2
 -9.3071   4.6626 2
 -9.3344   4.3500 2
 -9.3071   4.0374 2
 -9.2259   3.7344 2
 -9.0933   3.4500 2
 -8.9133   3.1930 2
 -8.6914   2.9711 2
 -8.4344   2.7912 2
 -8.1501   2.6586 2
 -7.8470   2.5773 2
 -7.5344   2.5500 2
 -7.2219   2.5773 2
 -6.9188   2.6586 2
 -6.6344   2.7912 2
 -6.3774   2.9711 2
 -6.1555   3.1930 2
 -5.9756   3.4500 2
 -5.8430   3.7344 2
 -5.7618   4.0374 2
 -5.4344   4.3500 2
 -5.4579   4.6630 2
 -5.5277   4.9690 2
 -5.6424   5.2612 2
 -5.7993   5.5330 2
 -5.9950   5.7784 2
 -6.2251   5.9918 2
 -6.4844   6.1687 2
 -6.7672   6.3048 2
 -7.0671   6.3973 2
 -7.3775   6.4441 2
 -7.6914   6.4441 2
 -8.0017   6.3973 2
 -8.3016   6.3048 2
 -8.5844   6.1687 2
 -8.8437   5.9918 2
 -9.0738   5.7784 2
 -9.2695   5.5330 2
 -9.4265   5.2612 2
 -9.5411   4.9690 2
 -9.6110   4.6630 2
 -9.6344   4.3500 2
 -9.6110   4.0370 2
 -9.5411   3.7310 2
 -9.4265   3.4388 2
 -9.2695   3.1670 2
 -9.0738   2.9216 2
 -8.8437   2.7082 2
 -8.5844   2.5313 2
 -8.3016   2.3952 2
 -8.0017   2.3027 2
 -7.6914   2.2559 2
 -7.3775   2.2559 2
 -7.0671   2.3027 2
 -6.7672   2.3952 2
 -6.4844   2.5313 2
 -6.2251   2.7082 2
 -5.9950   2.9216 2
 -5.7993   3.1670 2
 -5.6424   3.4388 2
 -5.5277   3.7310 2
 -5.4579   4.0370 2
 -5.1344   4.3500 2
 -5.1550   4.6633 2
 -5.2162   4.9712 2
 -5.3171   5.2684 2
 -5.4560   5.5500 2
 -5.6304   5.8110 2
 -5.8374   6.0471 2
 -6.0734   6.2540 2
 -6.3344   6.4285 2
 -6.6160   6.5673 2
 -6.9133   6.6682 2
 -7.2212   6.7295 2
 -7.5344   6.7500 2
 -7.8477   6.7295 2
 -8.1556   6.6682 2
 -8.4529   6.5673 2
 -8.7344   6.4285 2
 -8.9954   6.2540 2
 -9.2315   6.0471 2
 -9.4385   5.8110 2
 -9.6129   5.5500 2
 -9.7517   5.2684 2
 -9.8526   4.9712 2
 -9.9139   4.6633 2
 -9.9344   4.3500 2
 -9.9139   4.0367 2
 -9.8526   3.7288 2
 -9.7517   3.4316 2
 -9.6129   3.1500 2
 -9.4385   2.8890 2
 -9.2315   2.6529 2
 -8.9954   2.4460 2
 -8.7344   2.2715 2
 -8.4529   2.1327 2
 -8.1556   2.0318 2
 -7.8477   1.9705 2
 -7.5344   1.9500 2
 -7.2212   1.9705 2
 -6.9133   2.0318 2
 -6.6160   2.1327 2
 -6.3344   2.2715 2
 -6.0734   2.4460 2
 -5.8374   2.6529 2
 -5.6304   2.8890 2
 -5.4560   3.1500 2
 -5.3171   3.4316 2
 -5.2162   3.7288 2
 -5.1550   4.0367 2
 -4.8344   4.3500 2
 -4.8527   4.6635 2
 -4.9072   4.9727 2
 -4.9973   5.2735 2
 -5.1216   5.5618 2
 -5.2786   5.8337 2
 -5.4661   6.0855 2
 -5.6816   6.3139 2
 -5.9221   6.5157 2
 -6.1844   6.6883 2
 -6.4650   6.8292 2
 -6.7601   6.9366 2
 -7.0656   7.0090 2
 -7.3774   7.0454 2
 -7.6914   7.0454 2
 -8.0033   7.0090 2
 -8.3088   6.9366 2
 -8.6038   6.8292 2
 -8.8844   6.6883 2
 -9.1467   6.5157 2
 -9.3873   6.3139 2
 -9.6027   6.0855 2
 -9.7902   5.8337 2
 -9.9472   5.5618 2
-10.0716   5.2735 2
-10.1616   4.9727 2
-10.2162   4.6635 2
-10.2344   4.3500 2
-10.2162   4.0365 2
-10.1616   3.7273 2
-10.0716   3.4265 2
 -9.9472   3.1382 2
 -9.7902   2.8663 2
 -9.6027   2.6145 2
 -9.3873   2.3861 2
 -9.1467   2.1843 2
 -8.8844   2.0117 2
 -8.6038   1.8708 2
 -8.3088   1.7634 2
 -8.0033   1.6910 2
 -7.6914   1.6546 2
 -7.3774   1.6546 2
 -7.0656   1.6910 2
 -6.7601   1.7634 2
 -6.4650   1.8708 2
 -6.1844   2.0117 2
 -5.9221   2.1843 2
 -5.6816   2.3861 2
 -5.4661   2.6145 2
 -5.2786   2.8663 2
 -5.1216   3.1382 2
 -4.9973   3.4265 2
 -4.9072   3.7273 2
 -4.8527   4.0365 2
 -4.5344   4.3500 2
 -4.5509   4.6636 2
 -4.6000   4.9737 2
 -4.6813   5.2771 2
 -4.7938   5.5702 2
 -4.9363   5.8500 2
 -5.1074   6.1134 2
 -5.3050   6.3574 2
 -5.5270   6.5794 2
 -5.7711   6.7771 2
 -6.0344   6.9481 2
 -6.3142   7.0906 2
 -6.6074   7.2032 2
 -6.9107   7.2844 2
 -7.2208   7.3336 2
 -7.5344   7.3500 2
 -7.8480   7.3336 2
 -8.1582   7.2844 2
 -8.4615   7.2032 2
 -8.7546   7.0906 2
 -9.0344   6.9481 2
 -9.2978   6.7771 2
 -9.5418   6.5794 2
 -9.7639   6.3574 2
 -9.9615   6.1134 2
-10.1325   5.8500 2
-10.2751   5.5702 2
-10.3876   5.2771 2
-10.4689   4.9737 2
-10.5180   4.6636 2
-10.5344   4.3500 2
-10.5180   4.0364 2
-10.4689   3.7263 2
-10.3876   3.4229 2
-10.2751   3.1298 2
-10.1325   2.8500 2
 -9.9615   2.5866 2
 -9.7639   2.3426 2
 -9.5418   2.1206 2
 -9.2978   1.9229 2
 -9.0344   1.7519 2
 -8.7546   1.6094 2
 -8.4615   1.4968 2
 -8.1582   1.4156 2
 -7.8480   1.3664 2
 -7.5344   1.3500 2
 -7.2208   1.3664 2
 -6.9107   1.4156 2
 -6.6074   1.4968 2
 -6.3142   1.6094 2
 -6.0344   1.7519 2
 -5.7711   1.9229 2
 -5.5270   2.1206 2
 -5.3050   2.3426 2
 -5.1074   2.5866 2
 -4.9363   2.8500 2
 -4.7938   3.1298 2
 -4.6813   3.4229 2
 -4.6000   3.7263 2
 -4.5509   4.0364 2
 -4.2344   4.3500 2
 -4.2494   4.6637 2
 -4.2941   4.9745 2
 -4.3681   5.2797 2
 -4.4708   5.5765 2
 -4.6013   5.8621 2
 -4.7583   6.1341 2
 -4.9404   6.3899 2
 -5.1461   6.6273 2
 -5.3734   6.8440 2
 -5.6202   7.0381 2
 -5.8844   7.2079 2
 -6.1636   7.3518 2
 -6.4551   7.4685 2
 -6.7564   7.5570 2
 -7.0648   7.6164 2
 -7.3774   7.6463 2
 -7.6914   7.6463 2
 -8.0041   7.6164 2
 -8.3124   7.5570 2
 -8.6137   7.4685 2
 -8.9053   7.3518 2
 -9.1844   7.2079 2
 -9.4486   7.0381 2
 -9.6955   6.8440 2
 -9.9227   6.6273 2
-10.1284   6.3899 2
-10.3106   6.1341 2
-10.4676   5.8621 2
-10.5980   5.5765 2
-10.7007   5.2797 2
-10.7748   4.9745 2
-10.8195   4.6637 2
-10.8344   4.3500 2
-10.8195   4.0363 2
-10.7748   3.7255 2
-10.7007   3.4203 2
-10.5980   3.1235 2
-10.4676   2.8379 2
-10.3106   2.5659 2
-10.1284   2.3101 2
 -9.9227   2.0727 2
 -9.6955   1.8560 2
 -9.4486   1.6619 2
 -9.1844   1.4921 2
 -8.9053   1.3482 2
 -8.6137   1.2315 2
 -8.3124   1.1430 2
 -8.0041   1.0836 2
 -7.6914   1.0537 2
 -7.3774   1.0537 2
 -7.0648   1.0836 2
 -6.7564   1.1430 2
 -6.4551   1.2315 2
 -6.1636   1.3482 2
 -5.8844   1.4921 2
 -5.6202   1.6619 2
 -5.3734   1.8560 2
 -5.1461   2.0727 2
 -4.9404   2.3101 2
 -4.7583   2.5659 2
 -4.6013   2.8379 2
 -4.4708   3.1235 2
